id,age,salary,years_experience,credit_score,monthly_expense,savings,loan_amount,transactions,rating
8579,42,118153,17,359,33649,123765,147131,234,4
8580,62,30782,0,656,15481,328799,280389,228,4
8581,55,96363,13,456,38300,408796,743225,191,4
8582,62,89967,3,641,32532,54636,681157,25,3
8583,37,117454,9,501,35418,144646,349392,260,6
8584,69,24496,13,334,13036,426007,669108,18,3
8585,61,103867,6,834,4158,478983,67849,120,6
8586,62,54238,11,755,21035,392992,836353,84,6
8587,51,61025,15,464,11220,51942,203744,213,2
8588,38,74886,4,327,11747,374153,396778,65,9
8589,65,38563,10,671,26513,312646,501144,27,8
8590,40,18712,3,613,18502,11394,632741,207,7
8591,23,109067,12,583,7518,383289,174336,88,9
8592,68,60489,7,597,8277,487660,230735,236,8
8593,30,47664,6,774,12341,240120,95065,50,9
8594,66,27420,10,648,25613,265394,443624,183,8
8595,40,69610,10,744,2959,415660,597707,233,3
8596,26,20315,16,506,7936,179036,41032,186,1
8597,34,85917,13,716,30678,155039,341004,89,6
8598,19,90033,1,738,15155,282765,981574,86,3
8599,36,109576,19,464,25042,351586,914936,104,3
8600,36,112911,7,719,20763,111005,37888,110,6
8601,24,94030,1,670,13642,25623,795806,120,9
8602,59,78910,14,565,21923,93388,333308,88,5
8603,59,112288,4,578,18296,455356,991714,56,1
8604,37,75972,5,781,20719,55999,713943,155,7
8605,26,105893,16,816,11227,440261,133314,90,9
8606,34,70919,7,381,5044,359351,814391,294,2
8607,44,97486,18,418,36054,178968,795026,196,9
8608,64,96288,4,602,11650,147088,890883,23,5
8609,19,117926,18,514,12412,212989,764,83,1
8610,53,19132,13,327,36398,373664,581403,184,4
8611,36,56598,9,797,33040,17321,984875,207,8
8612,34,108812,12,836,22411,497914,469533,223,3
8613,22,35551,4,818,21500,274520,520297,88,5
8614,56,107511,6,493,16546,19276,12409,53,2
8615,35,83206,9,741,29530,214889,281530,202,5
8616,24,89900,10,335,15024,428722,64195,200,9
8617,34,41296,2,557,31088,80392,547798,195,3
8618,56,105216,12,412,24828,288688,289482,4,7
8619,53,33066,1,593,25777,208802,510723,21,6
8620,57,43892,3,313,38967,61504,799984,244,2
8621,62,90577,2,439,10412,46701,265268,126,7
8622,21,89590,14,670,35203,119794,134267,201,4
8623,55,92173,3,726,25261,372738,504919,52,6
8624,42,91293,3,396,2042,298415,876853,243,7
8625,22,79771,14,787,19349,285588,749299,211,9
8626,47,42484,5,641,30682,88070,432979,145,7
8627,29,92865,4,791,2215,220738,471596,44,3
8628,21,114074,11,799,13427,10662,404368,107,9
8629,41,42115,6,731,22704,446867,767551,152,6
8630,46,41038,2,488,32432,373392,662201,113,4
8631,26,51622,6,381,4705,209430,907276,223,5
8632,21,50886,11,479,18062,407468,428240,155,1
8633,68,66284,14,714,22495,28214,475570,174,4
8634,41,24901,18,404,31704,167401,863283,163,3
8635,31,71377,5,680,33233,365942,8078,185,6
8636,22,97910,7,628,29731,279494,825219,285,9
8637,35,64862,5,548,10122,283131,656209,198,3
8638,59,47806,2,371,10249,181610,548970,55,5
8639,36,32659,4,432,31656,269905,196104,71,2
8640,29,38453,8,539,6946,25358,51823,198,9
8641,35,45498,15,377,32207,55601,90231,53,8
8642,34,85393,15,760,13881,127553,6210,14,4
8643,47,31312,8,424,6743,91249,945114,21,8
8644,41,16436,17,310,20227,266895,899153,14,4
8645,28,42569,12,767,11160,495220,434128,115,2
8646,52,73813,10,706,34068,400060,317112,218,9
8647,40,105485,9,326,15521,30153,780132,195,2
8648,34,88229,9,506,9292,402707,554871,207,1
8649,18,60986,5,521,9629,410631,5788,111,1
8650,32,117555,15,611,2289,9733,819118,167,3
8651,49,68177,11,681,29861,381288,310899,101,7
8652,26,24305,3,614,17791,293660,297073,169,6
8653,32,47646,4,507,24776,127283,183940,156,3
8654,45,107838,1,595,34246,125971,172791,258,5
8655,41,91126,18,701,27308,312842,657006,278,6
8656,52,55430,0,734,21960,116671,618949,236,2
8657,39,83659,3,421,17450,277903,46015,128,3
8658,44,19158,11,405,5782,218132,401639,123,4
8659,36,89236,1,335,6937,113571,108090,189,8
8660,62,91067,11,849,12983,288099,751394,292,1
8661,29,42738,15,371,32434,247256,948996,259,9
8662,37,24879,1,466,12230,261979,868913,279,1
8663,18,20543,16,520,32886,84835,907579,231,3
8664,38,62924,1,375,33994,317350,788238,156,3
8665,66,57348,3,510,13710,420977,752090,109,9
8666,62,99117,5,527,22442,418326,852843,33,3
8667,18,51679,6,752,33881,13695,203122,126,3
8668,27,94118,14,786,20540,91296,222822,68,2
8669,64,58888,19,773,6437,247248,680928,245,4
8670,49,45276,11,789,5920,76793,478871,267,8
8671,56,118539,4,675,16713,314016,42516,136,6
8672,39,19799,13,530,3127,368226,610561,276,1
8673,35,105627,15,524,11182,459669,242386,62,5
8674,65,108770,10,774,21870,296082,723372,171,8
8675,63,105141,11,379,39495,426036,847347,103,1
8676,49,75558,18,509,7509,402807,368209,92,6
8677,44,51534,16,596,7481,49013,472073,75,7
8678,45,46668,6,471,28033,274928,933804,114,5
8679,35,19111,8,388,38222,65712,197284,121,4
8680,56,39686,13,525,25658,244442,318102,214,7
8681,66,87551,19,442,32487,160300,970412,198,9
8682,46,87392,11,353,21641,386262,8616,263,4
8683,35,31490,14,495,37010,477476,329280,138,3
8684,61,50194,11,788,6867,457202,513785,168,4
8685,25,29497,12,597,11063,25466,554495,4,5
8686,48,68516,8,729,18511,234791,656700,201,9
8687,51,103730,6,836,26681,406029,287349,102,1
8688,24,59104,0,799,32111,257521,61573,19,9
8689,53,20316,9,505,36174,355831,773056,22,9
8690,35,53130,5,436,23984,269764,378897,129,8
8691,55,85229,14,707,28937,26924,456026,149,8
8692,26,44954,14,578,18238,244153,520559,238,8
8693,26,36652,8,744,10182,467674,433918,7,4
8694,63,29178,12,570,34736,448222,98471,23,7
8695,25,66163,0,740,11192,35857,716709,90,2
8696,68,29751,8,527,13623,230609,323500,18,3
8697,52,80961,2,426,14671,149011,73744,71,8
8698,35,18044,8,569,7097,224668,262105,66,4
8699,22,78165,19,786,38880,76682,990092,53,6
8700,31,26480,14,847,3871,365181,394761,192,8
8701,45,80439,6,454,19473,325887,804346,142,8
8702,47,58874,3,318,15173,463027,790245,25,5
8703,21,119533,19,724,31808,147150,1497,250,7
8704,56,81775,16,357,18003,190218,131614,33,1
8705,37,21566,3,722,7535,368921,451286,176,5
8706,42,100311,18,847,29708,169786,899377,39,3
8707,45,117517,4,401,39307,116684,606586,212,4
8708,29,68149,15,375,34057,263989,266579,133,1
8709,19,18006,2,365,12722,293822,227478,113,1
8710,60,87561,10,450,5315,400869,228396,149,3
8711,31,34423,14,736,3393,67855,524250,77,4
8712,39,119862,18,367,29668,87037,266446,14,3
8713,48,105710,13,534,12937,43670,44453,54,2
8714,40,107199,15,397,19104,22487,235658,253,7
8715,65,48952,5,308,6326,343012,126343,173,9
8716,37,42326,4,803,5597,419033,893773,169,3
8717,55,46139,16,789,39727,331570,735615,92,9
8718,21,77103,15,726,26020,429609,659212,129,8
8719,32,75857,1,526,30341,268657,381653,130,5
8720,41,88638,10,316,5880,61842,98977,72,6
8721,42,87652,3,527,14850,140716,363968,255,1
8722,18,27937,5,537,23248,490978,702308,141,6
8723,24,45161,6,680,17143,166469,863199,126,9
8724,48,19383,16,686,25057,109756,710858,251,7
8725,29,100856,7,553,10481,119000,264201,2,9
8726,59,85043,0,607,34700,155592,848221,10,5
8727,22,29735,14,613,8243,441728,480331,286,5
8728,61,74919,19,600,17744,185941,710377,224,5
8729,67,110249,11,417,26970,165398,325352,65,6
8730,59,97055,14,349,2375,172910,896886,109,4
8731,55,82561,14,480,23261,194383,291032,42,9
8732,29,100455,8,842,20523,44675,226595,259,7
8733,56,52622,15,626,20358,196151,104451,111,3
8734,35,53135,1,802,6501,67604,519545,28,7
8735,19,50658,14,795,24548,254796,145044,51,3
8736,27,99677,14,545,24546,437930,884604,213,3
8737,32,44696,6,842,28776,174292,91836,125,4
8738,47,18773,12,401,32571,274106,887389,269,2
8739,61,39956,16,529,26988,197178,468005,40,8
8740,34,30819,10,687,8345,475224,586315,154,1
8741,21,16528,9,510,16474,498418,976166,158,1
8742,24,101491,0,729,24662,218594,400472,294,1
8743,58,59588,13,638,17271,205418,555829,272,4
8744,48,85585,4,483,19762,74532,320317,110,1
8745,68,114152,7,355,25519,279977,391442,234,3
8746,56,35511,0,581,34022,463391,323073,177,7
8747,51,25119,6,427,2710,265057,240789,127,3
8748,23,90893,1,807,30026,175829,858717,80,2
8749,67,31167,6,515,25845,235009,896312,52,6
8750,55,71503,6,389,6892,121661,627698,82,8
8751,62,102789,8,613,37995,58076,215139,294,4
8752,68,49889,3,532,19114,202936,154882,273,4
8753,51,60678,6,546,24804,432393,17686,41,2
8754,61,110334,19,741,19851,52697,461827,296,5
8755,32,75262,17,434,36326,225438,260507,287,8
8756,31,19681,12,301,18613,254646,596557,154,1
8757,23,95291,10,460,25365,104115,856773,232,2
8758,67,81008,8,439,7524,456055,801093,146,1
8759,54,113417,13,603,4874,71863,10152,291,4
8760,67,28690,7,759,8957,31118,83620,56,7
8761,49,40912,13,424,21076,37229,646662,30,3
8762,20,21473,16,646,31198,139605,814028,75,8
8763,20,56298,13,623,13261,196143,197632,52,6
8764,39,33669,4,706,39992,199067,221783,196,2
8765,39,114500,9,768,29474,386944,777395,228,9
8766,27,96998,5,463,29983,196895,94217,138,9
8767,68,35943,9,539,14711,220474,584054,182,7
8768,20,53785,10,512,12090,45178,999355,290,8
8769,29,115956,5,448,34771,244707,901765,191,1
8770,46,78427,9,402,14756,31411,269763,159,6
8771,65,77001,13,482,6759,411056,821191,192,9
8772,34,76724,19,804,30201,402384,816237,178,6
8773,24,25832,2,824,39401,60228,978044,37,3
8774,30,20385,6,679,9361,170370,277935,224,2
8775,19,110898,1,323,4567,329324,448206,160,8
8776,21,29708,6,432,12177,77057,609580,209,4
8777,27,73600,16,349,37917,406917,529035,291,1
8778,56,38438,12,325,26211,252469,784486,249,8
8779,41,97747,8,310,34577,73800,198254,185,1
8780,34,95107,12,401,3357,158858,904261,288,2
8781,69,75062,14,310,24612,415538,973684,226,1
8782,23,80428,12,411,23999,178588,293780,226,8
8783,36,101843,16,466,28150,57515,456813,8,3
8784,22,26002,7,706,3605,465499,577759,23,9
8785,49,51153,8,344,9284,349320,145631,223,7
8786,27,37440,8,658,29562,480486,149210,166,6
8787,26,82501,7,584,19736,354349,787182,275,6
8788,44,47556,15,699,5734,69297,817782,36,1
8789,30,82963,19,750,9531,453602,557898,177,8
8790,36,116145,6,743,35186,58379,358613,188,3
8791,38,105725,16,687,20491,327960,996899,227,3
8792,41,105674,6,655,8306,483009,675158,59,3
8793,55,21563,5,724,6291,146373,581398,257,9
8794,21,94923,4,305,16960,116157,216502,97,5
8795,41,20840,16,740,11096,206108,18687,209,2
8796,52,30154,7,655,36994,203625,387738,249,4
8797,20,39194,0,567,14612,393527,837089,261,7
8798,21,80020,15,516,19162,351022,750587,58,1
8799,54,61861,16,363,24642,73383,411027,57,2
8800,57,37448,2,741,33076,337660,151310,170,8
8801,65,111460,12,840,29814,17674,226345,73,8
8802,52,38528,7,574,16450,361877,177539,22,3
8803,48,44402,15,769,13671,394813,832540,53,5
8804,61,19352,6,515,3849,238426,682678,57,8
8805,42,15184,14,493,36711,169367,528359,103,9
8806,57,25384,1,312,14861,428541,780848,112,2
8807,30,29319,1,521,26218,89709,854342,261,8
8808,21,35449,9,695,3820,185824,228170,135,3
8809,63,71333,4,569,10632,353119,865333,185,9
8810,31,56205,3,597,31884,165512,693737,26,5
8811,30,25426,14,731,2568,495374,846240,25,5
8812,44,22504,12,707,2310,150034,52957,264,4
8813,23,71578,16,364,36675,215424,905055,9,8
8814,34,73209,0,337,11899,366969,308221,220,1
8815,53,48368,17,327,5455,271376,181607,276,6
8816,57,118841,14,588,6502,267623,11812,195,7
8817,66,67185,13,536,18964,85853,380108,172,8
8818,52,112630,8,425,8862,477450,93062,170,4
8819,34,95221,11,683,6055,183039,721175,112,9
8820,58,23724,4,625,29220,169118,21558,171,3
8821,19,20084,1,384,20244,89827,184202,214,8
8822,30,49810,6,545,13876,494415,133342,174,5
8823,69,97277,8,687,5291,182287,862315,290,5
8824,19,97297,17,565,29807,309822,694989,68,7
8825,69,93872,3,504,4943,405704,279211,146,5
8826,45,35872,1,527,14219,399620,508505,139,7
8827,60,93950,0,539,28953,238902,83963,219,9
8828,43,85333,11,372,25027,406641,50684,25,5
8829,39,83843,12,687,20274,465345,492480,252,2
8830,64,113104,13,677,31161,439759,855045,215,6
8831,60,17596,4,511,10471,194087,623098,165,9
8832,20,32167,2,470,35622,462428,698142,81,9
8833,52,102844,3,451,32530,91012,58538,77,5
8834,29,104751,16,403,7283,453193,254826,284,2
8835,41,92331,18,521,31676,399481,182539,158,6
8836,22,95520,10,581,18781,358249,929984,174,4
8837,37,73326,7,687,17427,441728,592627,168,4
8838,56,92670,11,671,31099,371173,70835,149,3
8839,56,25782,17,428,5503,84028,977655,143,1
8840,30,57002,17,703,34617,117274,763973,131,9
8841,58,102187,8,519,22854,451142,147164,97,6
8842,62,39022,4,472,14063,430845,758813,264,3
8843,29,99458,16,771,25543,481264,248950,165,1
8844,30,29618,12,752,35399,464706,970444,19,6
8845,27,32245,5,801,18272,329792,619005,283,4
8846,50,98796,13,351,14984,67648,197341,16,1
8847,57,25027,14,393,2927,109762,201163,2,4
8848,33,28986,13,320,18087,148805,493181,10,2
8849,62,18526,3,405,28241,168802,168393,106,3
8850,52,106797,17,499,39351,215915,791094,17,7
8851,20,59361,0,651,29817,243068,820169,204,7
8852,22,82158,11,580,19445,90979,816977,7,5
8853,43,53286,8,581,17286,254725,131333,201,2
8854,28,44533,9,838,5361,417928,774663,46,9
8855,24,115961,17,544,33277,197650,457683,178,9
8856,27,33316,16,728,30842,242113,621366,10,9
8857,59,23699,18,337,23121,203485,834408,272,6
8858,69,94491,3,718,7701,158953,429583,257,1
8859,51,112079,15,601,18964,334654,872311,137,6
8860,20,115960,6,370,31093,278662,475521,13,8
8861,25,73465,8,824,6200,409707,145983,189,4
8862,48,31673,7,473,33285,180758,569596,144,6
8863,28,38395,6,389,32101,247611,197642,226,8
8864,62,119162,9,667,2879,33344,981591,286,6
8865,24,38707,7,506,3482,342036,227538,205,4
8866,62,99749,16,361,33594,47069,116227,183,7
8867,19,90937,11,618,12487,47273,898690,11,5
8868,23,101732,13,359,9070,489965,558862,48,1
8869,58,71416,11,404,8452,182510,653671,263,3
8870,49,106512,1,538,30020,322970,831555,257,3
8871,37,23758,11,761,7980,341497,27050,87,1
8872,51,82009,13,426,10800,318302,276304,32,4
8873,67,28281,6,382,38693,143632,509960,143,2
8874,33,47548,12,519,20970,82396,979480,92,1
8875,42,33371,3,707,4119,250450,347751,189,6
8876,29,108899,0,729,26953,453676,64577,78,7
8877,24,92593,16,812,26709,51200,37558,34,4
8878,56,34644,2,378,5245,183839,636076,148,5
8879,34,108659,16,364,28392,411112,869152,118,9
8880,62,38874,7,482,39256,285641,755733,24,8
8881,28,103659,2,365,37903,476318,236585,28,2
8882,23,29281,9,507,33715,344938,11467,267,3
8883,40,83787,1,353,8546,35869,356506,243,9
8884,44,37289,3,520,3136,214151,77322,214,5
8885,63,20054,13,535,24592,490431,617257,38,1
8886,23,115020,10,737,20135,307561,345549,209,9
8887,55,81846,13,402,6961,268712,53325,214,8
8888,19,109682,12,735,16220,370377,120935,129,7
8889,39,64769,3,720,27914,306415,514026,121,7
8890,37,44312,1,407,17448,282196,325909,212,8
8891,42,111517,1,823,16996,129953,81544,161,4
8892,32,19257,10,742,39741,45013,643790,109,7
8893,66,30846,4,805,19135,233756,996090,65,8
8894,46,37483,8,703,38357,282643,538336,64,3
8895,25,41558,19,642,2748,222384,28728,9,2
8896,54,58188,16,626,18650,2307,368978,32,2
8897,66,28012,11,513,22205,339066,663326,125,7
8898,69,48236,17,621,22618,285087,598289,282,9
8899,50,119209,2,377,24297,340347,891787,109,8
8900,39,60076,4,354,37945,349870,876199,170,7
8901,67,63402,19,370,29406,259041,282489,176,9
8902,64,109467,13,367,19086,76497,911204,245,4
8903,22,47076,15,479,11890,217247,970412,256,7
8904,56,95337,18,679,34968,36362,266672,286,5
8905,35,90164,8,749,30374,256890,794496,232,1
8906,55,89264,16,560,18195,149688,318049,151,4
8907,54,32335,6,746,15144,5967,764294,103,1
8908,47,58773,9,430,38309,42534,960385,25,1
8909,68,67158,3,533,16040,17465,513912,141,7
8910,48,43570,9,453,9155,451822,847189,153,3
8911,27,102995,2,629,12201,389862,230659,273,9
8912,32,55658,8,352,5505,388994,200699,108,7
8913,59,74184,12,767,18109,376846,97964,27,6
8914,65,87613,0,712,38927,369925,329901,139,2
8915,61,73194,14,313,9080,123902,927443,134,5
8916,35,82507,14,795,15407,389691,371906,79,8
8917,40,48959,10,816,30313,78718,554760,293,4
8918,50,68072,9,667,25067,20929,105425,224,8
8919,33,60588,6,838,8653,113623,708024,216,9
8920,55,55533,0,751,28305,285974,6415,203,8
8921,52,83582,6,840,18452,218293,355634,106,6
8922,51,76743,4,814,39140,444823,536883,165,2
8923,45,59518,15,780,13383,17478,579208,202,8
8924,19,27703,7,713,5018,118210,363090,10,4
8925,47,64456,1,527,4653,66086,426539,257,1
8926,30,70491,7,436,26916,358751,493774,237,5
8927,58,23043,13,539,10612,492656,525428,52,3
8928,33,118212,3,771,20659,130174,309125,215,3
8929,22,83340,14,817,36686,445405,645124,146,7
8930,45,25176,6,760,35240,279132,765660,261,1
8931,56,18936,19,604,5421,360102,800685,223,3
8932,62,46174,7,480,17999,273585,450330,103,6
8933,37,97632,10,329,24313,227222,719346,212,8
8934,41,103768,1,339,16471,16609,530033,48,6
8935,44,40909,8,486,36855,135742,378617,289,4
8936,47,59158,5,618,29934,76073,179500,185,8
8937,62,23366,0,526,26569,22028,859560,103,5
8938,44,100125,2,623,22253,446052,743411,224,6
8939,43,69337,9,342,33666,337871,975961,281,1
8940,24,74331,4,577,28019,245709,494619,91,4
8941,59,77197,11,618,9996,225421,848821,111,4
8942,64,87042,0,473,32437,403432,19999,128,5
8943,55,65924,8,340,21771,408471,722136,251,1
8944,22,43842,12,708,2131,153913,585524,196,4
8945,40,32458,18,622,21299,144650,876614,153,7
8946,45,102367,6,479,15028,414766,597755,279,6
8947,51,80382,15,458,38142,70739,45085,120,5
8948,32,89319,7,336,36799,49617,113919,284,1
8949,49,26170,18,705,36693,380477,144030,264,8
8950,43,95145,6,838,36769,194716,505227,225,5
8951,65,59942,3,675,6377,249856,804360,254,8
8952,48,103571,9,555,25019,428817,381921,157,6
8953,36,31208,0,577,28903,262270,510274,184,7
8954,26,50178,16,548,13763,268528,417700,15,1
8955,46,94172,12,316,7494,232626,715121,293,6
8956,68,24039,18,667,13563,348698,648347,120,3
8957,56,29990,12,424,30557,223682,930797,248,3
8958,21,21441,8,611,31580,334799,907477,118,3
8959,20,89221,4,511,35433,456899,223897,92,6
8960,46,94314,0,771,31994,476704,427090,36,8
8961,69,60959,1,714,25082,366649,305556,12,3
8962,28,41862,10,799,20030,160907,905828,28,3
8963,50,42273,3,480,14758,284553,891913,289,5
8964,55,108949,8,688,6507,18676,317263,75,6
8965,28,57500,4,486,3163,161950,273687,79,6
8966,44,18956,4,767,4925,195477,966936,211,7
8967,50,87089,7,756,25217,136347,665267,183,7
8968,38,103789,1,433,33668,492485,533593,79,3
8969,56,104451,6,474,26055,140035,501888,201,5
8970,48,17365,16,560,16395,200253,168244,205,1
8971,55,87204,10,616,15494,107967,731075,29,1
8972,63,20000,14,568,31090,205445,782820,282,2
8973,19,72072,2,769,39820,344084,781418,23,2
8974,44,67499,12,523,14190,61965,854989,17,7
8975,53,84211,17,551,10924,222715,838654,133,5
8976,28,27907,19,363,16212,109485,206328,59,3
8977,64,32336,19,763,33970,443976,862999,144,7
8978,35,100220,2,423,14948,490902,930074,103,3
8979,18,108847,1,537,34794,74061,328810,94,3
8980,52,67331,4,374,26295,436258,972954,261,4
8981,52,95672,19,741,21054,59318,958295,282,5
8982,48,92755,4,799,7627,157622,916711,171,8
8983,45,83783,12,821,35651,38087,957888,126,9
8984,56,84951,7,567,7910,127861,228134,86,5
8985,18,67509,15,786,19863,7953,437580,186,8
8986,42,21472,17,349,26894,95266,203347,109,3
8987,60,37380,15,358,20872,366575,357221,2,7
8988,55,118152,0,753,35108,248267,442275,44,3
8989,37,42280,7,371,14406,415520,318539,204,3
8990,20,36859,1,489,6873,357757,546756,106,4
8991,68,114341,4,455,17025,39739,454916,219,2
8992,19,63402,14,384,30671,487871,466256,109,7
8993,35,23262,13,368,33229,129020,716005,44,6
8994,61,26066,2,684,8101,107879,984969,217,3
8995,27,30554,6,672,36373,25987,228111,91,1
8996,22,22008,3,354,23661,119064,241884,81,3
8997,26,102851,10,384,18182,269182,778932,185,4
8998,19,95799,11,616,37176,3775,272781,134,1
8999,51,31238,14,463,4839,401693,508617,299,8
9000,55,118946,5,551,35876,335054,371484,44,2
9001,48,97025,0,451,6454,68819,293275,66,3
9002,27,32153,17,635,29780,18046,529013,19,5
9003,67,74353,13,667,16214,473643,389748,243,9
9004,29,67092,6,399,25938,414741,235920,248,6
9005,53,58152,9,419,9414,381867,92868,4,3
9006,38,64104,8,684,29788,42181,384615,97,3
9007,66,39283,1,602,36693,132823,333997,96,8
9008,64,61429,7,448,17457,408707,483628,210,4
9009,23,92223,0,500,26017,421958,888828,236,5
9010,65,103534,19,302,27654,49736,235622,137,4
9011,66,69957,1,699,3976,194329,981512,48,9
9012,20,43887,6,367,30136,364602,482467,164,8
9013,27,61172,15,453,12921,313564,771076,195,7
9014,22,19355,3,793,31312,499238,626510,274,4
9015,63,48701,16,481,33709,316401,603976,296,9
9016,43,56534,3,824,5444,44096,955992,181,8
9017,38,86442,2,488,35526,352908,145585,114,8
9018,62,76274,8,319,21478,425844,927515,62,2
9019,43,93108,14,582,6379,216365,782362,126,5
9020,55,27279,19,309,18496,77061,161645,163,6
9021,61,58491,2,830,30868,25790,460462,185,6
9022,43,91147,11,602,7283,116683,203936,140,9
9023,25,23261,14,540,15180,469815,912498,243,4
9024,22,19474,19,451,19205,161839,45433,49,7
9025,32,106414,7,636,32126,268471,282720,150,9
9026,33,43390,11,487,12637,381042,744101,90,5
9027,18,41925,12,763,35044,230109,615559,278,6
9028,33,97174,14,476,27842,232040,687082,296,1
9029,54,74051,10,476,25015,190397,479395,147,7
9030,20,104007,16,714,26395,181625,452458,53,5
9031,69,19787,11,609,18659,370251,435614,286,4
9032,64,88398,19,301,29487,384498,687817,154,3
9033,48,73177,17,616,27906,326971,684976,150,1
9034,30,58724,15,808,12535,58225,414376,61,5
9035,33,25663,2,667,28964,190321,459753,73,3
9036,60,31120,8,525,35360,275788,509063,58,8
9037,38,37740,6,779,17552,425313,544925,29,4
9038,19,117046,18,362,5995,80163,121229,224,3
9039,44,17035,4,579,25477,355161,598828,53,1
9040,55,115271,18,313,32977,490546,30434,159,2
9041,43,72443,9,327,39840,489546,386413,288,2
9042,55,82388,19,441,28110,390384,791853,9,1
9043,63,67335,11,772,31926,425846,879554,37,8
9044,42,58315,7,823,14301,253917,805212,264,5
9045,28,79165,2,483,25083,72410,673091,68,2
9046,25,119922,18,616,15295,259047,519091,273,8
9047,25,61627,10,660,37873,264250,79171,21,5
9048,50,23303,7,744,25274,375564,542209,48,5
9049,24,64334,12,595,5361,211501,701258,265,2
9050,55,70892,9,703,30080,140491,509390,252,8
9051,38,76196,17,562,13087,230035,814154,5,3
9052,25,80700,11,676,30626,117676,788214,6,4
9053,68,54726,6,367,30388,319473,805364,230,5
9054,38,115441,10,770,12107,41908,820950,46,9
9055,37,90751,9,346,21382,301931,170725,97,2
9056,25,64606,2,357,19725,449055,792305,112,8
9057,63,45694,6,323,36629,390031,174045,207,5
9058,48,46253,3,589,4455,415240,755899,131,9
9059,67,39230,7,743,5792,353499,29617,159,9
9060,46,68974,7,702,29439,370889,809088,103,3
9061,65,78545,5,323,29727,23755,69100,135,9
9062,26,31925,12,363,18197,449756,940128,16,7
9063,32,21033,11,538,25375,247203,29036,92,9
9064,47,77461,2,582,24280,492412,174580,227,7
9065,43,17665,5,741,3308,173646,750756,143,8
9066,27,42025,18,599,18315,29356,709526,263,4
9067,46,38533,10,392,26181,114526,379056,112,5
9068,33,60897,3,674,11893,498452,941039,240,6
9069,53,92661,14,609,14697,247584,627316,184,4
9070,37,35998,1,466,5213,78260,63185,98,8
9071,62,76248,14,306,10438,272271,787401,147,5
9072,54,119493,16,342,36992,436920,925631,206,3
9073,39,38057,1,639,4858,341349,319760,19,1
9074,24,94244,6,452,19751,491687,163142,87,1
9075,40,98608,15,342,30935,142950,39310,260,8
9076,58,85631,4,500,14455,435697,517682,192,3
9077,57,112031,15,847,39912,235313,555418,130,4
9078,46,82173,18,525,12115,64041,281352,204,7
9079,33,95206,1,820,19717,459597,930879,23,1
9080,55,53734,14,638,34522,363324,822718,184,6
9081,45,77072,3,634,32747,496552,518484,107,1
9082,65,79175,1,480,5365,265349,413620,82,3
9083,55,117974,9,832,36852,327911,734436,159,4
9084,48,78783,4,571,31317,25401,881144,268,7
9085,31,109194,17,493,6973,34314,414556,121,2
9086,50,85739,3,837,38194,437729,548649,163,8
9087,26,102054,0,780,18863,126748,470764,4,6
9088,44,66042,17,397,29533,222350,764640,284,2
9089,41,67357,19,729,22114,68605,516724,230,3
9090,30,23669,5,811,25526,56362,446713,289,4
9091,43,82902,19,626,18010,57005,408645,206,6
9092,46,33910,19,715,14204,97867,594431,5,1
9093,68,71959,13,410,27275,161591,294911,266,5
9094,66,111623,9,511,37415,475723,967000,153,8
9095,60,15366,17,329,23750,351794,791074,17,7
9096,45,63415,8,566,39876,184159,769296,243,3
9097,45,24907,11,649,36489,295928,500267,189,2
9098,25,119910,9,813,5159,487034,299994,212,2
9099,40,110825,18,513,18717,265953,4010,289,5
9100,46,47780,5,550,10855,242918,576359,137,8
9101,22,72879,13,842,27354,356515,605528,178,6
9102,59,100159,7,618,3223,271663,311755,159,6
9103,24,50085,13,482,5454,250211,971882,174,7
9104,59,80499,10,488,33721,437173,457589,243,1
9105,53,35426,15,426,29073,419137,805604,111,3
9106,58,63197,19,595,37401,457943,740091,132,5
9107,44,22485,5,322,25199,235968,518631,31,7
9108,63,64527,14,829,34272,462106,986155,4,6
9109,19,79600,14,378,35784,144535,682485,18,1
9110,42,113560,13,845,39301,146720,483237,232,9
9111,26,106005,11,769,2005,343921,628136,290,3
9112,44,96439,1,604,38755,370183,504728,48,7
9113,18,83748,7,747,32208,191798,833584,63,1
9114,40,73528,18,498,25103,86370,385083,270,1
9115,27,119479,13,490,10704,414305,392449,90,1
9116,59,42799,4,531,13452,311083,406080,87,4
9117,69,61339,8,323,35742,434691,11377,289,1
9118,42,31087,12,760,15558,237419,681730,81,1
9119,20,22446,8,482,13008,134820,971100,170,9
9120,23,65460,13,732,2620,436532,346028,160,8
9121,23,109817,4,382,34315,219251,529057,112,5
9122,19,73260,1,392,9595,248566,304597,99,2
9123,35,29877,6,577,14837,96516,864931,171,7
9124,40,39723,15,384,10785,174398,96270,185,1
9125,19,27943,10,507,7852,204020,117284,143,9
9126,29,25306,10,743,12134,93965,266377,243,1
9127,39,51784,11,669,10814,74913,851208,71,3
9128,54,35455,12,775,14040,382037,373553,63,6
9129,37,105027,7,803,25687,157414,867234,70,4
9130,56,86448,15,530,6529,320522,587309,141,2
9131,41,44974,0,659,38687,304015,215657,104,5
9132,65,42371,12,318,3524,496435,421968,146,1
9133,37,113746,10,508,33497,465093,701713,163,1
9134,18,116248,3,430,19276,59989,957552,1,6
9135,18,18936,3,683,10819,41708,912381,216,9
9136,34,48166,14,391,23707,291305,428440,125,7
